group,n_features,features_removed,baseline_sp,sp_without,sp_std_without,delta_sp,baseline_pe,pe_without,pe_std_without,delta_pe,baseline_r2,baseline_r2_std,r2_without,r2_std_without,delta_r2,auroc_without,delta_auroc
engineered,4,"am_pathogenicity_sq, am_x_evo, plddt_rmsd, esm2_x_am",0.6868163054695563,0.6882610939112488,0.13929119091781933,-0.0014447884416924905,0.8224853013491767,0.7952337501521187,0.07683731231247982,0.02725155119705802,0.6062052155189676,0.15476887902921216,0.5688266140444668,0.1293498773606063,0.03737860147450078,0.856679286100595,0.0
structural,9,"mutant_plddt, ca_rmsd, backbone_rmsd, mutant_ca_displacement, shell_rmsd_5A, shell_rmsd_8A, shell_rmsd_12A, ramachandran_violation, is_disordered_variant",0.6868163054695563,0.6868163054695563,0.1340293491884043,0.0,0.8224853013491767,0.8224852341687875,0.08864299215260972,6.718038925157543e-08,0.6062052155189676,0.15476887902921216,0.6062050918646456,0.15476882543820528,1.236543220040076e-07,0.856679286100595,0.0
alphamissense,2,"am_pathogenicity, am_class_enc",0.6868163054695563,0.6868163054695563,0.1340293491884043,0.0,0.8224853013491767,0.8224853093557853,0.08864307242229304,-8.006608598343234e-09,0.6062052155189676,0.15476887902921216,0.6062054483766561,0.15476898028828623,-2.328576885757272e-07,0.856679286100595,0.0
evo,3,"evoef2_ddg_Total, ddg_evoef2, esm2_llr",0.6868163054695563,0.6967853457172342,0.13313239042909564,-0.009969040247677863,0.8224853013491767,0.8245156638447578,0.09147680367945571,-0.002030362495581084,0.6062052155189676,0.15476887902921216,0.6075549953093844,0.15855095237666295,-0.0013497797904168385,0.856679286100595,0.0
biochemical,9,"pam250_score, delta_hydrophobicity, delta_size, delta_charge, delta_aromaticity, is_charge_reversal, is_size_increase, is_hydrophobic_to_polar, is_polar_to_hydrophobic",0.6868163054695563,0.6900515995872034,0.13226147631073906,-0.003235294117647114,0.8224853013491767,0.8232956739180556,0.08829643055893434,-0.0008103725688788366,0.6062052155189676,0.15476887902921216,0.6076556846604074,0.15427682914244759,-0.0014504691414398696,0.8561384532179556,0.0005408328826393971
